ID,Category,Feature,Description,Example vendors,Why this is differentiating,Source URL,Primary user role,UI surface,Data entities,Integration touchpoints,Frappe coverage,Closest Frappe modules,Build approach,Suggested DocTypes,Non-functional notes,Security/Compliance notes,Dependencies,Acceptance criteria,Priority,Waterfall phase,Est. effort (dev-days),Complexity,QA focus,Owner team
PIM-0299,Media: DAM-like asset management & enrichment,Asset usage tracking (where each asset is published),Provide Asset usage tracking (where each asset is published) to manage product media as a governed asset library linked to products/variants and channels.,inRiver Media Suite; Pimberly (integrated DAM); Bluestone (DAM); Pimcore (DAM/PIM),"Rich DAM capabilities (renditions, rights, 3D, CDN) differentiate advanced PIM/PXM tools from basic file attachments.",https://community.inriver.com/hc/en-us/articles/360012280773-Media-management,Digital Asset Manager; Content Ops,Asset Library + Product Media Tab,"Asset, AssetVersion, Rendition, Rights, AssetUsage",CDN; media processing services,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Asset, AssetRendition, AssetRights, AssetUsage, MediaJob",Large file support; resumable uploads; virus scanning; CDN friendly URLs.,Signed URLs; fine-grained permissions; PII-free metadata; license compliance.,,"Assets can be uploaded, tagged, versioned, transformed into renditions, linked to products, and published as channel-specific sets.",Should,Build,6,L,Integration + Performance,Backend + Frontend
PIM-0300,Media: DAM-like asset management & enrichment,Asset archival and retention policies,Provide Asset archival and retention policies to manage product media as a governed asset library linked to products/variants and channels.,inRiver Media Suite; Pimberly (integrated DAM); Bluestone (DAM); Pimcore (DAM/PIM),"Rich DAM capabilities (renditions, rights, 3D, CDN) differentiate advanced PIM/PXM tools from basic file attachments.",https://community.inriver.com/hc/en-us/articles/360012280773-Media-management,Digital Asset Manager; Content Ops,Asset Library + Product Media Tab,"Asset, AssetVersion, Rendition, Rights, AssetUsage",CDN; media processing services,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Asset, AssetRendition, AssetRights, AssetUsage, MediaJob",Large file support; resumable uploads; virus scanning; CDN friendly URLs.,Signed URLs; fine-grained permissions; PII-free metadata; license compliance.,,"Assets can be uploaded, tagged, versioned, transformed into renditions, linked to products, and published as channel-specific sets.",Should,Build,6,L,Integration + Performance,Backend + Frontend
PIM-0301,Media: DAM-like asset management & enrichment,Watermarking for preview-only assets,Provide Watermarking for preview-only assets to manage product media as a governed asset library linked to products/variants and channels.,inRiver Media Suite; Pimberly (integrated DAM); Bluestone (DAM); Pimcore (DAM/PIM),"Rich DAM capabilities (renditions, rights, 3D, CDN) differentiate advanced PIM/PXM tools from basic file attachments.",https://community.inriver.com/hc/en-us/articles/360012280773-Media-management,Digital Asset Manager; Content Ops,Asset Library + Product Media Tab,"Asset, AssetVersion, Rendition, Rights, AssetUsage",CDN; media processing services,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Asset, AssetRendition, AssetRights, AssetUsage, MediaJob",Large file support; resumable uploads; virus scanning; CDN friendly URLs.,Signed URLs; fine-grained permissions; PII-free metadata; license compliance.,,"Assets can be uploaded, tagged, versioned, transformed into renditions, linked to products, and published as channel-specific sets.",Should,Build,6,L,Integration + Performance,Backend + Frontend
PIM-0302,Media: DAM-like asset management & enrichment,Background removal job integration,Provide Background removal job integration to manage product media as a governed asset library linked to products/variants and channels.,inRiver Media Suite; Pimberly (integrated DAM); Bluestone (DAM); Pimcore (DAM/PIM),"Rich DAM capabilities (renditions, rights, 3D, CDN) differentiate advanced PIM/PXM tools from basic file attachments.",https://community.inriver.com/hc/en-us/articles/360012280773-Media-management,Digital Asset Manager; Content Ops,Asset Library + Product Media Tab,"Asset, AssetVersion, Rendition, Rights, AssetUsage",CDN; media processing services,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Asset, AssetRendition, AssetRights, AssetUsage, MediaJob",Large file support; resumable uploads; virus scanning; CDN friendly URLs.,Signed URLs; fine-grained permissions; PII-free metadata; license compliance.,,"Assets can be uploaded, tagged, versioned, transformed into renditions, linked to products, and published as channel-specific sets.",Should,Build,6,L,Integration + Performance,Backend + Frontend
PIM-0303,Media: DAM-like asset management & enrichment,"Image quality scoring (blur, contrast) integration","Provide Image quality scoring (blur, contrast) integration to manage product media as a governed asset library linked to products/variants and channels.",inRiver Media Suite; Pimberly (integrated DAM); Bluestone (DAM); Pimcore (DAM/PIM),"Rich DAM capabilities (renditions, rights, 3D, CDN) differentiate advanced PIM/PXM tools from basic file attachments.",https://community.inriver.com/hc/en-us/articles/360012280773-Media-management,Digital Asset Manager; Content Ops,Asset Library + Product Media Tab,"Asset, AssetVersion, Rendition, Rights, AssetUsage",CDN; media processing services,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Asset, AssetRendition, AssetRights, AssetUsage, MediaJob",Large file support; resumable uploads; virus scanning; CDN friendly URLs.,Signed URLs; fine-grained permissions; PII-free metadata; license compliance.,,"Assets can be uploaded, tagged, versioned, transformed into renditions, linked to products, and published as channel-specific sets.",Should,Build,6,L,Integration + Performance,Backend + Frontend
PIM-0304,Media: DAM-like asset management & enrichment,Alt-text and accessibility metadata per asset,Provide Alt-text and accessibility metadata per asset to manage product media as a governed asset library linked to products/variants and channels.,inRiver Media Suite; Pimberly (integrated DAM); Bluestone (DAM); Pimcore (DAM/PIM),"Rich DAM capabilities (renditions, rights, 3D, CDN) differentiate advanced PIM/PXM tools from basic file attachments.",https://community.inriver.com/hc/en-us/articles/360012280773-Media-management,Digital Asset Manager; Content Ops,Asset Library + Product Media Tab,"Asset, AssetVersion, Rendition, Rights, AssetUsage",CDN; media processing services,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Asset, AssetRendition, AssetRights, AssetUsage, MediaJob",Large file support; resumable uploads; virus scanning; CDN friendly URLs.,Signed URLs; fine-grained permissions; PII-free metadata; license compliance.,,"Assets can be uploaded, tagged, versioned, transformed into renditions, linked to products, and published as channel-specific sets.",Should,Build,6,L,Integration + Performance,Backend + Frontend
PIM-0305,Media: DAM-like asset management & enrichment,Multi-language captions/subtitles for video assets,Provide Multi-language captions/subtitles for video assets to manage product media as a governed asset library linked to products/variants and channels.,inRiver Media Suite; Pimberly (integrated DAM); Bluestone (DAM); Pimcore (DAM/PIM),"Rich DAM capabilities (renditions, rights, 3D, CDN) differentiate advanced PIM/PXM tools from basic file attachments.",https://community.inriver.com/hc/en-us/articles/360012280773-Media-management,Digital Asset Manager; Content Ops,Asset Library + Product Media Tab,"Asset, AssetVersion, Rendition, Rights, AssetUsage",CDN; media processing services,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Asset, AssetRendition, AssetRights, AssetUsage, MediaJob",Large file support; resumable uploads; virus scanning; CDN friendly URLs.,Signed URLs; fine-grained permissions; PII-free metadata; license compliance.,,"Assets can be uploaded, tagged, versioned, transformed into renditions, linked to products, and published as channel-specific sets.",Should,Build,6,L,Integration + Performance,Backend + Frontend
PIM-0306,Media: DAM-like asset management & enrichment,"Document asset types (manuals, datasheets) with full-text search","Provide Document asset types (manuals, datasheets) with full-text search to manage product media as a governed asset library linked to products/variants and channels.",inRiver Media Suite; Pimberly (integrated DAM); Bluestone (DAM); Pimcore (DAM/PIM),"Rich DAM capabilities (renditions, rights, 3D, CDN) differentiate advanced PIM/PXM tools from basic file attachments.",https://community.inriver.com/hc/en-us/articles/360012280773-Media-management,Digital Asset Manager; Content Ops,Asset Library + Product Media Tab,"Asset, AssetVersion, Rendition, Rights, AssetUsage",CDN; media processing services,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Asset, AssetRendition, AssetRights, AssetUsage, MediaJob",Large file support; resumable uploads; virus scanning; CDN friendly URLs.,Signed URLs; fine-grained permissions; PII-free metadata; license compliance.,,"Assets can be uploaded, tagged, versioned, transformed into renditions, linked to products, and published as channel-specific sets.",Should,Build,6,L,Integration + Performance,Backend + Frontend
PIM-0307,Media: DAM-like asset management & enrichment,Asset-to-product relationship management (many-to-many),Provide Asset-to-product relationship management (many-to-many) to manage product media as a governed asset library linked to products/variants and channels.,inRiver Media Suite; Pimberly (integrated DAM); Bluestone (DAM); Pimcore (DAM/PIM),"Rich DAM capabilities (renditions, rights, 3D, CDN) differentiate advanced PIM/PXM tools from basic file attachments.",https://community.inriver.com/hc/en-us/articles/360012280773-Media-management,Digital Asset Manager; Content Ops,Asset Library + Product Media Tab,"Asset, AssetVersion, Rendition, Rights, AssetUsage",CDN; media processing services,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Asset, AssetRendition, AssetRights, AssetUsage, MediaJob",Large file support; resumable uploads; virus scanning; CDN friendly URLs.,Signed URLs; fine-grained permissions; PII-free metadata; license compliance.,,"Assets can be uploaded, tagged, versioned, transformed into renditions, linked to products, and published as channel-specific sets.",Should,Build,6,L,Integration + Performance,Backend + Frontend
PIM-0308,Media: DAM-like asset management & enrichment,Asset collection management for campaigns,Provide Asset collection management for campaigns to manage product media as a governed asset library linked to products/variants and channels.,inRiver Media Suite; Pimberly (integrated DAM); Bluestone (DAM); Pimcore (DAM/PIM),"Rich DAM capabilities (renditions, rights, 3D, CDN) differentiate advanced PIM/PXM tools from basic file attachments.",https://community.inriver.com/hc/en-us/articles/360012280773-Media-management,Digital Asset Manager; Content Ops,Asset Library + Product Media Tab,"Asset, AssetVersion, Rendition, Rights, AssetUsage",CDN; media processing services,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Asset, AssetRendition, AssetRights, AssetUsage, MediaJob",Large file support; resumable uploads; virus scanning; CDN friendly URLs.,Signed URLs; fine-grained permissions; PII-free metadata; license compliance.,,"Assets can be uploaded, tagged, versioned, transformed into renditions, linked to products, and published as channel-specific sets.",Should,Build,6,L,Integration + Performance,Backend + Frontend
PIM-0309,Media: DAM-like asset management & enrichment,Bulk download packages for partners,Provide Bulk download packages for partners to manage product media as a governed asset library linked to products/variants and channels.,inRiver Media Suite; Pimberly (integrated DAM); Bluestone (DAM); Pimcore (DAM/PIM),"Rich DAM capabilities (renditions, rights, 3D, CDN) differentiate advanced PIM/PXM tools from basic file attachments.",https://community.inriver.com/hc/en-us/articles/360012280773-Media-management,Digital Asset Manager; Content Ops,Asset Library + Product Media Tab,"Asset, AssetVersion, Rendition, Rights, AssetUsage",CDN; media processing services,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Asset, AssetRendition, AssetRights, AssetUsage, MediaJob",Large file support; resumable uploads; virus scanning; CDN friendly URLs.,Signed URLs; fine-grained permissions; PII-free metadata; license compliance.,,"Assets can be uploaded, tagged, versioned, transformed into renditions, linked to products, and published as channel-specific sets.",Should,Build,6,L,Integration + Performance,Backend + Frontend
PIM-0310,Media: DAM-like asset management & enrichment,Asset governance audit trails,Provide Asset governance audit trails to manage product media as a governed asset library linked to products/variants and channels.,inRiver Media Suite; Pimberly (integrated DAM); Bluestone (DAM); Pimcore (DAM/PIM),"Rich DAM capabilities (renditions, rights, 3D, CDN) differentiate advanced PIM/PXM tools from basic file attachments.",https://community.inriver.com/hc/en-us/articles/360012280773-Media-management,Digital Asset Manager; Content Ops,Asset Library + Product Media Tab,"Asset, AssetVersion, Rendition, Rights, AssetUsage",CDN; media processing services,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Asset, AssetRendition, AssetRights, AssetUsage, MediaJob",Large file support; resumable uploads; virus scanning; CDN friendly URLs.,Signed URLs; fine-grained permissions; PII-free metadata; license compliance.,,"Assets can be uploaded, tagged, versioned, transformed into renditions, linked to products, and published as channel-specific sets.",Should,Build,6,L,Integration + Performance,Backend + Frontend
PIM-0311,Media: DAM-like asset management & enrichment,Metadata schema for DAM (extensible),Provide Metadata schema for DAM (extensible) to manage product media as a governed asset library linked to products/variants and channels.,inRiver Media Suite; Pimberly (integrated DAM); Bluestone (DAM); Pimcore (DAM/PIM),"Rich DAM capabilities (renditions, rights, 3D, CDN) differentiate advanced PIM/PXM tools from basic file attachments.",https://community.inriver.com/hc/en-us/articles/360012280773-Media-management,Digital Asset Manager; Content Ops,Asset Library + Product Media Tab,"Asset, AssetVersion, Rendition, Rights, AssetUsage",CDN; media processing services,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Asset, AssetRendition, AssetRights, AssetUsage, MediaJob",Large file support; resumable uploads; virus scanning; CDN friendly URLs.,Signed URLs; fine-grained permissions; PII-free metadata; license compliance.,,"Assets can be uploaded, tagged, versioned, transformed into renditions, linked to products, and published as channel-specific sets.",Should,Build,6,L,Integration + Performance,Backend + Frontend
PIM-0312,Experience: brand portals & partner self-service,Partner brand portal with customizable catalogs,Implement Partner brand portal with customizable catalogs to publish controlled product experiences to partners outside the internal PIM UI.,Pimcore Brand Portals; Plytix brand portals; Catsy brand portals,External-facing portals for distribution and self-service are not universal PIM features and strongly differentiate tools.,https://pimcore.com/en/products/product-information-management/brand-portals,Channel Manager; Partner Manager,Portal Web UI + Admin Config,"Portal, PortalUser, PortalCatalog, PortalToken, DownloadLog",SSO; CDN; email notifications,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Portal, PortalUser, PortalCatalog, AccessToken, DownloadLog",Public web performance; search index; secure file delivery.,Least-privilege portal scopes; expiring tokens; download auditing.,,"Partner can access a portal, search products, download assets, and see only permitted assortment; all access is logged.",Should,Build,7,L,E2E + Security,Frontend + Backend
PIM-0313,Experience: brand portals & partner self-service,Role-based portal access for distributors/retailers,Implement Role-based portal access for distributors/retailers to publish controlled product experiences to partners outside the internal PIM UI.,Pimcore Brand Portals; Plytix brand portals; Catsy brand portals,External-facing portals for distribution and self-service are not universal PIM features and strongly differentiate tools.,https://pimcore.com/en/products/product-information-management/brand-portals,Channel Manager; Partner Manager,Portal Web UI + Admin Config,"Portal, PortalUser, PortalCatalog, PortalToken, DownloadLog",SSO; CDN; email notifications,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Portal, PortalUser, PortalCatalog, AccessToken, DownloadLog",Public web performance; search index; secure file delivery.,Least-privilege portal scopes; expiring tokens; download auditing.,,"Partner can access a portal, search products, download assets, and see only permitted assortment; all access is logged.",Should,Build,7,L,E2E + Security,Frontend + Backend
PIM-0314,Experience: brand portals & partner self-service,Shareable catalog links with expiring tokens,Implement Shareable catalog links with expiring tokens to publish controlled product experiences to partners outside the internal PIM UI.,Pimcore Brand Portals; Plytix brand portals; Catsy brand portals,External-facing portals for distribution and self-service are not universal PIM features and strongly differentiate tools.,https://pimcore.com/en/products/product-information-management/brand-portals,Channel Manager; Partner Manager,Portal Web UI + Admin Config,"Portal, PortalUser, PortalCatalog, PortalToken, DownloadLog",SSO; CDN; email notifications,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Portal, PortalUser, PortalCatalog, AccessToken, DownloadLog",Public web performance; search index; secure file delivery.,Least-privilege portal scopes; expiring tokens; download auditing.,,"Partner can access a portal, search products, download assets, and see only permitted assortment; all access is logged.",Should,Build,7,L,E2E + Security,Frontend + Backend
PIM-0315,Experience: brand portals & partner self-service,Portal search with faceted filtering,Implement Portal search with faceted filtering to publish controlled product experiences to partners outside the internal PIM UI.,Pimcore Brand Portals; Plytix brand portals; Catsy brand portals,External-facing portals for distribution and self-service are not universal PIM features and strongly differentiate tools.,https://pimcore.com/en/products/product-information-management/brand-portals,Channel Manager; Partner Manager,Portal Web UI + Admin Config,"Portal, PortalUser, PortalCatalog, PortalToken, DownloadLog",SSO; CDN; email notifications,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Portal, PortalUser, PortalCatalog, AccessToken, DownloadLog",Public web performance; search index; secure file delivery.,Least-privilege portal scopes; expiring tokens; download auditing.,,"Partner can access a portal, search products, download assets, and see only permitted assortment; all access is logged.",Should,Build,7,L,E2E + Security,Frontend + Backend
PIM-0316,Experience: brand portals & partner self-service,Portal download center for assets and documents,Implement Portal download center for assets and documents to publish controlled product experiences to partners outside the internal PIM UI.,Pimcore Brand Portals; Plytix brand portals; Catsy brand portals,External-facing portals for distribution and self-service are not universal PIM features and strongly differentiate tools.,https://pimcore.com/en/products/product-information-management/brand-portals,Channel Manager; Partner Manager,Portal Web UI + Admin Config,"Portal, PortalUser, PortalCatalog, PortalToken, DownloadLog",SSO; CDN; email notifications,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Portal, PortalUser, PortalCatalog, AccessToken, DownloadLog",Public web performance; search index; secure file delivery.,Least-privilege portal scopes; expiring tokens; download auditing.,,"Partner can access a portal, search products, download assets, and see only permitted assortment; all access is logged.",Should,Build,7,L,E2E + Security,Frontend + Backend
PIM-0317,Experience: brand portals & partner self-service,Portal-generated product sheets and line sheets,Implement Portal-generated product sheets and line sheets to publish controlled product experiences to partners outside the internal PIM UI.,Pimcore Brand Portals; Plytix brand portals; Catsy brand portals,External-facing portals for distribution and self-service are not universal PIM features and strongly differentiate tools.,https://pimcore.com/en/products/product-information-management/brand-portals,Channel Manager; Partner Manager,Portal Web UI + Admin Config,"Portal, PortalUser, PortalCatalog, PortalToken, DownloadLog",SSO; CDN; email notifications,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Portal, PortalUser, PortalCatalog, AccessToken, DownloadLog",Public web performance; search index; secure file delivery.,Least-privilege portal scopes; expiring tokens; download auditing.,,"Partner can access a portal, search products, download assets, and see only permitted assortment; all access is logged.",Should,Build,7,L,E2E + Security,Frontend + Backend
PIM-0318,Experience: brand portals & partner self-service,"Portal theming per brand (CSS, logo, domain)","Implement Portal theming per brand (CSS, logo, domain) to publish controlled product experiences to partners outside the internal PIM UI.",Pimcore Brand Portals; Plytix brand portals; Catsy brand portals,External-facing portals for distribution and self-service are not universal PIM features and strongly differentiate tools.,https://pimcore.com/en/products/product-information-management/brand-portals,Channel Manager; Partner Manager,Portal Web UI + Admin Config,"Portal, PortalUser, PortalCatalog, PortalToken, DownloadLog",SSO; CDN; email notifications,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Portal, PortalUser, PortalCatalog, AccessToken, DownloadLog",Public web performance; search index; secure file delivery.,Least-privilege portal scopes; expiring tokens; download auditing.,,"Partner can access a portal, search products, download assets, and see only permitted assortment; all access is logged.",Should,Build,7,L,E2E + Security,Frontend + Backend
PIM-0319,Experience: brand portals & partner self-service,Portal content approvals and publish schedule,Implement Portal content approvals and publish schedule to publish controlled product experiences to partners outside the internal PIM UI.,Pimcore Brand Portals; Plytix brand portals; Catsy brand portals,External-facing portals for distribution and self-service are not universal PIM features and strongly differentiate tools.,https://pimcore.com/en/products/product-information-management/brand-portals,Channel Manager; Partner Manager,Portal Web UI + Admin Config,"Portal, PortalUser, PortalCatalog, PortalToken, DownloadLog",SSO; CDN; email notifications,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Portal, PortalUser, PortalCatalog, AccessToken, DownloadLog",Public web performance; search index; secure file delivery.,Least-privilege portal scopes; expiring tokens; download auditing.,,"Partner can access a portal, search products, download assets, and see only permitted assortment; all access is logged.",Should,Build,7,L,E2E + Security,Frontend + Backend
PIM-0320,Experience: brand portals & partner self-service,"Portal activity analytics (downloads, views)","Implement Portal activity analytics (downloads, views) to publish controlled product experiences to partners outside the internal PIM UI.",Pimcore Brand Portals; Plytix brand portals; Catsy brand portals,External-facing portals for distribution and self-service are not universal PIM features and strongly differentiate tools.,https://pimcore.com/en/products/product-information-management/brand-portals,Channel Manager; Partner Manager,Portal Web UI + Admin Config,"Portal, PortalUser, PortalCatalog, PortalToken, DownloadLog",SSO; CDN; email notifications,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Portal, PortalUser, PortalCatalog, AccessToken, DownloadLog",Public web performance; search index; secure file delivery.,Least-privilege portal scopes; expiring tokens; download auditing.,,"Partner can access a portal, search products, download assets, and see only permitted assortment; all access is logged.",Should,Build,7,L,E2E + Security,Frontend + Backend
PIM-0321,Experience: brand portals & partner self-service,Portal API for headless portal frontends,Implement Portal API for headless portal frontends to publish controlled product experiences to partners outside the internal PIM UI.,Pimcore Brand Portals; Plytix brand portals; Catsy brand portals,External-facing portals for distribution and self-service are not universal PIM features and strongly differentiate tools.,https://pimcore.com/en/products/product-information-management/brand-portals,Channel Manager; Partner Manager,Portal Web UI + Admin Config,"Portal, PortalUser, PortalCatalog, PortalToken, DownloadLog",SSO; CDN; email notifications,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Portal, PortalUser, PortalCatalog, AccessToken, DownloadLog",Public web performance; search index; secure file delivery.,Least-privilege portal scopes; expiring tokens; download auditing.,,"Partner can access a portal, search products, download assets, and see only permitted assortment; all access is logged.",Should,Build,7,L,E2E + Security,Frontend + Backend
PIM-0322,Experience: brand portals & partner self-service,"Portal notification subscriptions (new products, updates)","Implement Portal notification subscriptions (new products, updates) to publish controlled product experiences to partners outside the internal PIM UI.",Pimcore Brand Portals; Plytix brand portals; Catsy brand portals,External-facing portals for distribution and self-service are not universal PIM features and strongly differentiate tools.,https://pimcore.com/en/products/product-information-management/brand-portals,Channel Manager; Partner Manager,Portal Web UI + Admin Config,"Portal, PortalUser, PortalCatalog, PortalToken, DownloadLog",SSO; CDN; email notifications,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Portal, PortalUser, PortalCatalog, AccessToken, DownloadLog",Public web performance; search index; secure file delivery.,Least-privilege portal scopes; expiring tokens; download auditing.,,"Partner can access a portal, search products, download assets, and see only permitted assortment; all access is logged.",Should,Build,7,L,E2E + Security,Frontend + Backend
PIM-0323,Experience: brand portals & partner self-service,Portal comparison view (compare SKUs),Implement Portal comparison view (compare SKUs) to publish controlled product experiences to partners outside the internal PIM UI.,Pimcore Brand Portals; Plytix brand portals; Catsy brand portals,External-facing portals for distribution and self-service are not universal PIM features and strongly differentiate tools.,https://pimcore.com/en/products/product-information-management/brand-portals,Channel Manager; Partner Manager,Portal Web UI + Admin Config,"Portal, PortalUser, PortalCatalog, PortalToken, DownloadLog",SSO; CDN; email notifications,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Portal, PortalUser, PortalCatalog, AccessToken, DownloadLog",Public web performance; search index; secure file delivery.,Least-privilege portal scopes; expiring tokens; download auditing.,,"Partner can access a portal, search products, download assets, and see only permitted assortment; all access is logged.",Should,Build,7,L,E2E + Security,Frontend + Backend
PIM-0324,Experience: brand portals & partner self-service,Portal request-a-change workflow (partner requests),Implement Portal request-a-change workflow (partner requests) to publish controlled product experiences to partners outside the internal PIM UI.,Pimcore Brand Portals; Plytix brand portals; Catsy brand portals,External-facing portals for distribution and self-service are not universal PIM features and strongly differentiate tools.,https://pimcore.com/en/products/product-information-management/brand-portals,Channel Manager; Partner Manager,Portal Web UI + Admin Config,"Portal, PortalUser, PortalCatalog, PortalToken, DownloadLog",SSO; CDN; email notifications,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Portal, PortalUser, PortalCatalog, AccessToken, DownloadLog",Public web performance; search index; secure file delivery.,Least-privilege portal scopes; expiring tokens; download auditing.,,"Partner can access a portal, search products, download assets, and see only permitted assortment; all access is logged.",Should,Build,7,L,E2E + Security,Frontend + Backend
PIM-0325,Experience: brand portals & partner self-service,Portal feedback/comments on products,Implement Portal feedback/comments on products to publish controlled product experiences to partners outside the internal PIM UI.,Pimcore Brand Portals; Plytix brand portals; Catsy brand portals,External-facing portals for distribution and self-service are not universal PIM features and strongly differentiate tools.,https://pimcore.com/en/products/product-information-management/brand-portals,Channel Manager; Partner Manager,Portal Web UI + Admin Config,"Portal, PortalUser, PortalCatalog, PortalToken, DownloadLog",SSO; CDN; email notifications,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Portal, PortalUser, PortalCatalog, AccessToken, DownloadLog",Public web performance; search index; secure file delivery.,Least-privilege portal scopes; expiring tokens; download auditing.,,"Partner can access a portal, search products, download assets, and see only permitted assortment; all access is logged.",Should,Build,7,L,E2E + Security,Frontend + Backend
PIM-0326,Experience: brand portals & partner self-service,Portal multilingual UI and content switching,Implement Portal multilingual UI and content switching to publish controlled product experiences to partners outside the internal PIM UI.,Pimcore Brand Portals; Plytix brand portals; Catsy brand portals,External-facing portals for distribution and self-service are not universal PIM features and strongly differentiate tools.,https://pimcore.com/en/products/product-information-management/brand-portals,Channel Manager; Partner Manager,Portal Web UI + Admin Config,"Portal, PortalUser, PortalCatalog, PortalToken, DownloadLog",SSO; CDN; email notifications,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Portal, PortalUser, PortalCatalog, AccessToken, DownloadLog",Public web performance; search index; secure file delivery.,Least-privilege portal scopes; expiring tokens; download auditing.,,"Partner can access a portal, search products, download assets, and see only permitted assortment; all access is logged.",Should,Build,7,L,E2E + Security,Frontend + Backend
PIM-0327,Experience: brand portals & partner self-service,Portal assortment segmentation by partner,Implement Portal assortment segmentation by partner to publish controlled product experiences to partners outside the internal PIM UI.,Pimcore Brand Portals; Plytix brand portals; Catsy brand portals,External-facing portals for distribution and self-service are not universal PIM features and strongly differentiate tools.,https://pimcore.com/en/products/product-information-management/brand-portals,Channel Manager; Partner Manager,Portal Web UI + Admin Config,"Portal, PortalUser, PortalCatalog, PortalToken, DownloadLog",SSO; CDN; email notifications,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Portal, PortalUser, PortalCatalog, AccessToken, DownloadLog",Public web performance; search index; secure file delivery.,Least-privilege portal scopes; expiring tokens; download auditing.,,"Partner can access a portal, search products, download assets, and see only permitted assortment; all access is logged.",Should,Build,7,L,E2E + Security,Frontend + Backend
PIM-0328,Experience: brand portals & partner self-service,Portal rate limiting and abuse controls,Implement Portal rate limiting and abuse controls to publish controlled product experiences to partners outside the internal PIM UI.,Pimcore Brand Portals; Plytix brand portals; Catsy brand portals,External-facing portals for distribution and self-service are not universal PIM features and strongly differentiate tools.,https://pimcore.com/en/products/product-information-management/brand-portals,Channel Manager; Partner Manager,Portal Web UI + Admin Config,"Portal, PortalUser, PortalCatalog, PortalToken, DownloadLog",SSO; CDN; email notifications,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Portal, PortalUser, PortalCatalog, AccessToken, DownloadLog",Public web performance; search index; secure file delivery.,Least-privilege portal scopes; expiring tokens; download auditing.,,"Partner can access a portal, search products, download assets, and see only permitted assortment; all access is logged.",Should,Build,7,L,E2E + Security,Frontend + Backend
PIM-0329,Experience: brand portals & partner self-service,Portal watermarking for non-authorized downloads,Implement Portal watermarking for non-authorized downloads to publish controlled product experiences to partners outside the internal PIM UI.,Pimcore Brand Portals; Plytix brand portals; Catsy brand portals,External-facing portals for distribution and self-service are not universal PIM features and strongly differentiate tools.,https://pimcore.com/en/products/product-information-management/brand-portals,Channel Manager; Partner Manager,Portal Web UI + Admin Config,"Portal, PortalUser, PortalCatalog, PortalToken, DownloadLog",SSO; CDN; email notifications,Kısmen var,Frappe File; Website/Portal; REST API; Report Builder,New Frappe app + extend core,"Portal, PortalUser, PortalCatalog, AccessToken, DownloadLog",Public web performance; search index; secure file delivery.,Least-privilege portal scopes; expiring tokens; download auditing.,,"Partner can access a portal, search products, download assets, and see only permitted assortment; all access is logged.",Should,Build,7,L,E2E + Security,Frontend + Backend
